,,,,,,,,,,,,,
Age,Gender,Income,Credit Score,Credit History Length,Number of Existing Loans,Loan Amount,Loan Tenure,Existing Customer,State,City,Employment Profile,Profile Score,Occupation
51,Female,101000,638,248,6,97050,124,No,Delhi,New Delhi,Salaried,94,Software Engineer
56,Male,44000,346,93,0,66419,24,No,Telangana,Hyderabad,Salaried,69,Doctor
26,Female,62000,787,331,8,60741,82,Yes,Kerala,Kochi,Salaried,100,Doctor
63,Female,129000,436,136,2,58103,106,No,Gujarat,Ahmedabad,Salaried,68,Doctor
27,Male,43000,747,82,8,98955,81,Yes,Gujarat,Nellikuppam,Self-Employed,100,Contractor
42,Female,60000,815,68,9,150000,171,Yes,West Bengal,Manjari,Salaried,92,Banker
28,Female,53000,511,226,3,37609,66,No,Maharashtra,Pune,Self-Employed,38,Contractor
37,Male,70000,614,520,5,60934,80,No,Tamil Nadu,Dhulagori,Self-Employed,95,Contractor
40,Male,44000,347,481,0,123219,34,No,Karnataka,Mysuru,Self-Employed,72,Farmer
22,Male,65000,697,460,7,132914,344,Yes,Delhi,New Delhi,Salaried,93,Banker
61,Female,32000,780,278,8,139507,278,Yes,Karnataka,Bengaluru,Salaried,100,Civil Servant
26,Female,44000,463,176,2,109606,55,No,Uttar Pradesh,Dhulagori,Unemployed,70,NA
54,Male,43000,530,382,4,24519,56,No,Uttar Pradesh,Lucknow,Self-Employed,100,Contractor
56,Female,53000,512,204,3,150000,54,No,Kerala,Kochi,Self-Employed,84,Farmer
35,Male,66000,781,521,8,93549,197,Yes,Karnataka,Nellikuppam,Salaried,100,Civil Servant
40,Female,50000,598,592,5,150000,43,No,Uttar Pradesh,Kanpur,Salaried,79,Teacher
67,Male,55000,802,249,9,77577,136,Yes,Uttar Pradesh,Lucknow,Salaried,97,Doctor
62,Female,174000,850,376,10,128075,173,Yes,Kerala,Thiruvananthapuram,Salaried,95,Banker
48,Male,47000,527,126,4,95964,81,No,Gujarat,Surat,Salaried,72,Banker
61,Female,165000,808,196,9,150000,309,Yes,Tamil Nadu,Coimbatore,Self-Employed,92,Business Owner
24,Female,68000,493,396,3,118890,68,No,Tamil Nadu,Chennai,Self-Employed,59,Farmer
32,Female,78000,850,81,10,138748,185,Yes,Rajasthan,Udaipur,Self-Employed,100,Shopkeeper
45,Other,56000,384,254,1,140198,69,No,Karnataka,Dhulagori,Self-Employed,86,Business Owner
27,Female,30000,681,109,6,71208,278,Yes,Delhi,New Delhi,Student,94,Student
65,Male,141000,792,123,8,94789,124,Yes,Telangana,Hyderabad,Freelancer,96,Graphic Designer
62,Male,136000,560,158,4,150000,116,No,Delhi,New Delhi,Freelancer,97,Writer
63,Male,75000,553,541,4,74056,86,No,Kerala,Kochi,Salaried,73,Doctor
70,Male,175000,436,197,2,150000,66,No,Telangana,Hyderabad,Salaried,95,Teacher
18,Male,53000,850,327,10,112459,76,Yes,Kerala,Thiruvananthapuram,Self-Employed,93,Business Owner
37,Female,43000,777,426,8,26564,242,Yes,Kerala,Thiruvananthapuram,Unemployed,95,NA
18,Male,49000,781,548,8,124471,256,Yes,Gujarat,Surat,Salaried,100,Civil Servant
49,Female,85000,728,514,7,150000,68,Yes,Maharashtra,Mumbai,Self-Employed,100,Farmer
28,Female,22000,325,103,0,82016,112,No,West Bengal,Kolkata,Salaried,73,Doctor
43,Male,69000,601,549,5,137084,354,No,Uttar Pradesh,Lucknow,Freelancer,85,Writer
41,Female,121000,384,236,1,56424,32,No,Delhi,New Delhi,Self-Employed,58,Farmer
63,Male,187000,622,460,5,111958,304,No,Maharashtra,Nagpur,Salaried,97,Civil Servant
46,Female,50000,409,318,1,82891,37,No,Delhi,New Delhi,Self-Employed,67,Business Owner
22,Female,38000,339,423,0,83172,33,No,Gujarat,Nellikuppam,Self-Employed,47,Contractor
45,Female,79000,410,368,2,150000,75,No,Uttar Pradesh,Lucknow,Self-Employed,69,Shopkeeper
54,Male,160000,497,319,3,117651,117,No,Kerala,Thiruvananthapuram,Salaried,91,Banker
38,Female,79000,300,609,0,150000,74,No,Tamil Nadu,Chennai,Salaried,42,Banker
53,Male,123000,504,569,3,150000,98,No,Delhi,New Delhi,Salaried,80,Doctor
49,Male,62000,451,108,2,125590,99,No,Maharashtra,Nagpur,Self-Employed,81,Shopkeeper
50,Female,60000,436,392,2,150000,24,No,Gujarat,Channarayapatna,Self-Employed,65,Contractor
45,Female,41000,818,14,9,55657,151,Yes,Rajasthan,Udaipur,Self-Employed,100,Farmer
27,Female,76000,433,502,2,150000,113,No,Delhi,New Delhi,Salaried,77,Teacher
38,Male,22000,383,213,1,81946,112,No,Delhi,New Delhi,Salaried,38,Banker
46,Male,131000,494,307,3,137828,70,No,Maharashtra,Nagpur,Self-Employed,96,Contractor
44,Female,44000,834,423,9,119878,230,Yes,Maharashtra,Pune,Salaried,100,Civil Servant
41,Male,39000,609,602,5,52369,84,No,West Bengal,Kolkata,Salaried,93,Doctor
25,Male,54000,477,523,3,150000,32,No,Gujarat,Ahmedabad,Salaried,77,Doctor
70,Male,105000,501,483,3,150000,86,No,Kerala,Kochi,Self-Employed,75,Farmer
34,Male,99000,300,577,0,150000,83,No,Karnataka,Bengaluru,Self-Employed,70,Contractor
29,Female,86000,504,352,3,52864,52,No,Kerala,Thiruvananthapuram,Salaried,78,Software Engineer
54,Male,28000,783,410,8,23325,93,Yes,Tamil Nadu,Coimbatore,Salaried,97,Teacher
40,Male,111000,850,421,10,130615,233,Yes,Gujarat,Surat,Salaried,92,Civil Servant
45,Male,83000,635,126,6,82333,194,No,Maharashtra,Pune,Salaried,66,Teacher
50,Female,92000,634,251,6,109637,149,No,West Bengal,Kolkata,Salaried,76,Software Engineer
50,Male,147000,802,580,9,89787,318,Yes,West Bengal,Kolkata,Salaried,100,Doctor
18,Female,10000,604,185,5,21770,326,No,West Bengal,Kolkata,Student,70,Student
31,Male,48000,811,551,9,44124,91,Yes,Delhi,New Delhi,Salaried,100,Teacher
70,Female,194000,850,52,10,150000,347,Yes,Uttar Pradesh,Lucknow,Self-Employed,90,Farmer
39,Female,53000,630,125,6,143356,85,No,Maharashtra,Nagpur,Freelancer,87,Independent Consultant
30,Female,65000,432,54,2,61832,95,No,Telangana,Hyderabad,Self-Employed,88,Farmer
39,Male,58000,394,266,1,89103,43,No,Tamil Nadu,Coimbatore,Self-Employed,75,Shopkeeper
38,Female,25000,404,127,1,69652,48,No,Telangana,Hyderabad,Self-Employed,65,Contractor
34,Female,90000,473,63,3,89418,24,No,Maharashtra,Nagpur,Salaried,48,Banker
59,Female,85000,689,436,7,105396,143,Yes,Kerala,Thiruvananthapuram,Salaried,99,Software Engineer
42,Male,121000,642,557,6,150000,66,No,Delhi,Channarayapatna,Salaried,93,Doctor
60,Female,163000,733,439,7,82701,338,Yes,Gujarat,Ahmedabad,Salaried,90,Banker
27,Female,78000,430,386,2,40633,97,No,Delhi,New Delhi,Freelancer,48,Photographer
70,Male,174000,850,522,10,150000,303,Yes,Kerala,Kochi,Self-Employed,90,Business Owner
43,Female,104000,474,514,3,112851,105,No,Gujarat,Surat,Salaried,89,Civil Servant
18,Other,51000,850,477,10,89370,158,Yes,Karnataka,Mysuru,Salaried,97,Banker
40,Male,33000,576,599,5,100246,49,No,West Bengal,Kolkata,Salaried,75,Software Engineer
38,Female,64000,559,82,4,145820,25,No,Delhi,Manjari,Self-Employed,72,Shopkeeper
58,Female,60000,300,347,0,150000,96,No,Maharashtra,Nagpur,Self-Employed,7,Business Owner
59,Male,79000,730,353,7,150000,301,Yes,Kerala,Thiruvananthapuram,Freelancer,100,Writer
68,Male,175000,708,73,7,150000,141,Yes,Tamil Nadu,Coimbatore,Self-Employed,100,Shopkeeper
37,Male,94000,620,138,5,150000,288,No,Karnataka,Mysuru,Salaried,100,Software Engineer
41,Female,116000,454,297,2,150000,40,No,Uttar Pradesh,Bishanpura,Salaried,56,Civil Servant
70,Male,189000,554,473,4,150000,57,No,West Bengal,Kolkata,Salaried,82,Doctor
28,Female,37000,448,536,2,150000,81,No,Tamil Nadu,Chennai,Self-Employed,62,Shopkeeper
31,Male,19000,687,408,7,26006,98,Yes,Kerala,Thiruvananthapuram,Salaried,100,Civil Servant
30,Male,66000,636,260,6,56372,134,No,Tamil Nadu,Coimbatore,Salaried,100,Software Engineer
44,Male,56000,352,260,0,150000,31,No,Gujarat,Surat,Self-Employed,25,Farmer
50,Female,107000,503,544,3,93055,113,No,West Bengal,Kolkata,Salaried,69,Banker
62,Male,125000,464,418,2,98654,106,No,Kerala,Thiruvananthapuram,Salaried,46,Civil Servant
28,Female,44000,589,457,5,62144,26,No,Uttar Pradesh,Dhulagori,Salaried,85,Teacher
27,Male,42000,765,199,8,62593,216,Yes,Gujarat,Surat,Self-Employed,100,Business Owner
53,Male,45000,836,326,9,27621,225,Yes,Maharashtra,Mumbai,Self-Employed,100,Business Owner
40,Male,69000,750,471,8,150000,173,Yes,Rajasthan,Manjari,Student,100,Student
62,Male,114000,642,308,6,89340,136,No,Maharashtra,Pune,Salaried,90,Doctor
39,Female,53000,547,442,4,81269,50,No,Gujarat,Ahmedabad,Salaried,100,Software Engineer
53,Other,26000,394,336,1,117391,89,No,Delhi,Dhulagori,Unemployed,9,NA
20,Male,40000,300,26,0,101804,118,No,Karnataka,Bengaluru,Student,6,Student
46,Male,115000,823,184,9,150000,216,Yes,Uttar Pradesh,Kanpur,Salaried,91,Banker
51,Female,104000,511,383,3,126111,24,No,Rajasthan,Udaipur,Salaried,78,Teacher
39,Male,44000,634,371,6,141266,144,No,Delhi,New Delhi,Salaried,94,Civil Servant
67,Male,193000,460,409,2,150000,29,No,Maharashtra,Mumbai,Salaried,69,Civil Servant
39,Male,30000,788,521,8,44853,155,Yes,Uttar Pradesh,Lucknow,Salaried,98,Banker
28,Male,64000,401,391,1,150000,116,No,Maharashtra,Pune,Salaried,78,Teacher
34,Female,83000,534,584,4,137953,73,No,Delhi,New Delhi,Salaried,62,Banker
52,Female,132000,671,113,6,140653,123,Yes,Delhi,New Delhi,Salaried,98,Doctor
39,Female,72000,405,28,1,47824,84,No,Delhi,New Delhi,Salaried,83,Banker
29,Male,19000,311,26,0,49861,49,No,Gujarat,Ahmedabad,Salaried,16,Civil Servant
45,Other,90000,809,494,9,97915,284,Yes,Tamil Nadu,Manjari,Freelancer,90,Graphic Designer
18,Female,50000,595,378,5,150000,62,No,Rajasthan,Udaipur,Unemployed,98,NA
24,Male,50000,345,508,0,150000,43,No,Uttar Pradesh,Kanpur,Salaried,45,Software Engineer
25,Male,36000,837,338,9,19651,275,Yes,Telangana,Channarayapatna,Salaried,100,Doctor
52,Male,52000,489,200,3,58808,38,No,Tamil Nadu,Coimbatore,Self-Employed,69,Contractor
68,Male,110000,478,375,3,150000,17,No,Gujarat,Surat,Salaried,80,Software Engineer
22,Female,34000,423,424,2,110655,37,No,Rajasthan,Bishanpura,Self-Employed,67,Shopkeeper
56,Male,105000,403,97,1,86787,38,No,Tamil Nadu,Coimbatore,Salaried,42,Software Engineer
48,Female,116000,403,9,1,120162,59,No,Tamil Nadu,Coimbatore,Salaried,51,Doctor
46,Male,101000,405,350,1,150000,101,No,Uttar Pradesh,Kanpur,Salaried,65,Civil Servant
26,Male,54000,542,376,4,77797,115,No,Karnataka,Bengaluru,Salaried,67,Software Engineer
23,Male,36000,375,113,1,121320,59,No,Telangana,Hyderabad,Salaried,53,Banker
38,Male,106000,457,145,2,129228,99,No,Uttar Pradesh,Lucknow,Unemployed,33,NA
53,Male,59000,401,77,1,118217,111,No,Tamil Nadu,Chennai,Salaried,36,Teacher
67,Male,33000,653,577,6,150000,167,Yes,Uttar Pradesh,Kanpur,Self-Employed,97,Business Owner
45,Female,129000,564,223,4,150000,15,No,Tamil Nadu,Chennai,Self-Employed,66,Business Owner
35,Female,79000,813,474,9,55839,106,Yes,Tamil Nadu,Coimbatore,Salaried,100,Software Engineer
54,Male,41000,578,107,5,124643,96,No,Tamil Nadu,Chennai,Self-Employed,95,Business Owner
45,Female,96000,695,65,7,136267,242,Yes,Karnataka,Bengaluru,Self-Employed,78,Business Owner
49,Female,73000,302,101,0,49632,25,No,Rajasthan,Udaipur,Self-Employed,31,Shopkeeper
46,Male,127000,375,295,1,144137,43,No,Uttar Pradesh,Lucknow,Salaried,33,Doctor
35,Other,21000,480,236,3,30150,69,No,Uttar Pradesh,Kanpur,Self-Employed,51,Farmer
27,Female,25000,764,430,8,23350,347,Yes,Kerala,Thiruvananthapuram,Salaried,94,Doctor
18,Female,10000,300,394,0,52031,38,No,Maharashtra,Mumbai,Freelancer,52,Writer
70,Female,73000,723,99,7,95194,95,Yes,Kerala,Thiruvananthapuram,Salaried,94,Civil Servant
44,Female,85000,652,304,6,136186,273,Yes,Uttar Pradesh,Lucknow,Salaried,90,Software Engineer
41,Male,26000,471,567,3,19033,98,No,Tamil Nadu,Chennai,Self-Employed,49,Business Owner
25,Male,61000,427,585,2,132617,57,No,West Bengal,Kolkata,Salaried,76,Doctor
70,Male,102000,634,284,6,150000,134,No,Karnataka,Bengaluru,Freelancer,100,Independent Consultant
31,Female,17000,797,373,9,86940,171,Yes,Telangana,Hyderabad,Salaried,93,Civil Servant
51,Female,106000,850,470,10,69406,117,Yes,Kerala,Thiruvananthapuram,Freelancer,98,Photographer
43,Female,37000,300,568,0,141668,94,No,Uttar Pradesh,Kanpur,Freelancer,30,Independent Consultant
35,Male,103000,503,483,3,58350,92,No,Telangana,Hyderabad,Salaried,49,Teacher
47,Male,79000,639,62,6,73469,63,No,West Bengal,Kolkata,Salaried,92,Civil Servant
20,Female,32000,369,586,1,83379,12,No,Karnataka,Mysuru,Student,70,Student
24,Female,42000,690,455,7,79605,73,Yes,Maharashtra,Nagpur,Salaried,99,Banker
23,Male,13000,456,517,2,40396,41,No,Uttar Pradesh,Kanpur,Student,62,Student
58,Female,170000,646,9,6,141798,108,No,Karnataka,Mysuru,Self-Employed,88,Shopkeeper
30,Female,39000,699,158,7,72655,330,Yes,Delhi,New Delhi,Self-Employed,100,Farmer
36,Female,25000,707,193,7,126335,288,Yes,West Bengal,Kolkata,Salaried,100,Teacher
26,Female,57000,387,109,1,93591,65,No,Rajasthan,Jaipur,Salaried,38,Civil Servant
53,Male,130000,850,247,10,150000,161,Yes,Gujarat,Ahmedabad,Salaried,95,Banker
70,Female,76000,549,88,4,150000,18,No,Telangana,Hyderabad,Salaried,63,Banker
52,Female,136000,786,492,8,89506,95,Yes,Gujarat,Surat,Self-Employed,100,Shopkeeper
54,Male,48000,559,495,4,150000,41,No,Uttar Pradesh,Kanpur,Salaried,92,Civil Servant
55,Female,157000,850,250,10,150000,289,Yes,Kerala,Thiruvananthapuram,Salaried,100,Banker
26,Male,47000,850,511,10,117663,102,Yes,Tamil Nadu,Chennai,Self-Employed,97,Business Owner
54,Male,33000,626,65,5,43230,204,No,West Bengal,Dhulagori,Salaried,94,Civil Servant
37,Female,43000,703,275,7,86327,349,Yes,Telangana,Hyderabad,Self-Employed,87,Farmer
20,Male,52000,436,440,2,140629,115,No,Delhi,New Delhi,Unemployed,84,NA
20,Female,57000,366,151,1,150000,111,No,Maharashtra,Nagpur,Salaried,24,Civil Servant
57,Male,117000,754,469,8,81684,249,Yes,Tamil Nadu,Nellikuppam,Self-Employed,100,Shopkeeper
50,Female,39000,313,232,0,80382,60,No,Karnataka,Mysuru,Self-Employed,46,Farmer
48,Male,76000,801,550,9,75320,153,Yes,Telangana,Hyderabad,Freelancer,100,Writer
43,Male,124000,465,183,3,150000,46,No,West Bengal,Kolkata,Salaried,65,Banker
62,Female,149000,821,292,9,150000,96,Yes,Kerala,Channarayapatna,Self-Employed,100,Business Owner
18,Female,42000,462,135,2,38954,30,No,Gujarat,Surat,Self-Employed,53,Business Owner
54,Male,119000,391,213,1,150000,106,No,Karnataka,Bengaluru,Self-Employed,15,Contractor
27,Male,64000,404,121,1,51525,119,No,Karnataka,Bengaluru,Unemployed,34,NA
27,Male,44000,513,360,3,103030,56,No,Karnataka,Bengaluru,Freelancer,42,Independent Consultant
34,Male,59000,746,25,8,150000,283,Yes,Telangana,Hyderabad,Self-Employed,94,Farmer
40,Male,100000,834,46,9,150000,158,Yes,Tamil Nadu,Coimbatore,Salaried,100,Banker
58,Male,108000,473,573,3,90799,96,No,Maharashtra,Nagpur,Self-Employed,71,Business Owner
19,Male,49000,657,536,6,56546,116,Yes,Karnataka,Bengaluru,Self-Employed,85,Contractor
32,Other,41000,850,108,10,48099,98,Yes,Tamil Nadu,Chennai,Self-Employed,97,Farmer
19,Male,30000,494,232,3,109535,73,No,Uttar Pradesh,Kanpur,Student,54,Student
40,Female,38000,709,542,7,20309,108,Yes,Tamil Nadu,Channarayapatna,Salaried,100,Civil Servant
55,Male,137000,423,225,2,117472,62,No,Delhi,New Delhi,Salaried,72,Doctor
40,Male,37000,598,386,5,114612,87,No,Kerala,Kochi,Self-Employed,100,Shopkeeper
40,Male,100000,520,580,4,102782,29,No,Kerala,Thiruvananthapuram,Self-Employed,57,Business Owner
18,Female,13000,513,277,3,23041,86,No,Uttar Pradesh,Kanpur,Freelancer,49,Graphic Designer
35,Female,43000,731,611,7,150000,321,Yes,Rajasthan,Udaipur,Self-Employed,90,Farmer
33,Female,70000,572,454,4,132243,44,No,Telangana,Hyderabad,Self-Employed,78,Business Owner
26,Male,45000,677,319,6,103575,251,Yes,Karnataka,Mysuru,Self-Employed,100,Shopkeeper
52,Female,114000,677,36,6,150000,307,Yes,Delhi,New Delhi,Salaried,93,Doctor
52,Female,149000,567,540,4,150000,60,No,Rajasthan,Udaipur,Self-Employed,100,Farmer
43,Male,127000,581,284,5,97997,42,No,Rajasthan,Udaipur,Salaried,96,Doctor
57,Male,44000,565,515,4,150000,116,No,Maharashtra,Nagpur,Student,56,Student
20,Male,19000,399,228,1,50327,19,No,Uttar Pradesh,Dhulagori,Salaried,63,Civil Servant
28,Male,58000,337,573,0,90564,26,No,Uttar Pradesh,Kanpur,Salaried,44,Teacher
55,Female,110000,489,599,3,128718,94,No,Gujarat,Surat,Self-Employed,82,Shopkeeper
63,Male,138000,422,187,2,54583,55,No,Rajasthan,Jaipur,Self-Employed,62,Farmer
24,Female,42000,533,204,4,106197,85,No,Tamil Nadu,Chennai,Salaried,96,Civil Servant
52,Female,138000,611,534,5,150000,316,No,Tamil Nadu,Chennai,Freelancer,98,Graphic Designer
59,Male,174000,796,348,9,150000,252,Yes,West Bengal,Nellikuppam,Salaried,100,Doctor
42,Female,32000,399,594,1,119966,31,No,Telangana,Hyderabad,Salaried,47,Doctor
19,Female,25000,767,332,8,77441,139,Yes,Delhi,Nellikuppam,Salaried,100,Doctor
38,Male,32000,394,68,1,17230,68,No,Kerala,Thiruvananthapuram,Student,12,Student
23,Female,38000,681,29,6,25868,352,Yes,Uttar Pradesh,Kanpur,Salaried,97,Banker
39,Male,101000,814,350,9,148529,305,Yes,West Bengal,Kolkata,Salaried,100,Software Engineer
64,Male,176000,442,13,2,150000,27,No,Rajasthan,Udaipur,Salaried,44,Civil Servant
65,Female,147000,663,514,6,100220,226,Yes,West Bengal,Kolkata,Salaried,100,Software Engineer
57,Male,66000,573,373,4,137801,69,No,Maharashtra,Nagpur,Salaried,80,Civil Servant
67,Female,38000,644,279,6,134039,84,No,Tamil Nadu,Coimbatore,Salaried,67,Civil Servant
63,Male,70000,350,511,0,40468,84,No,Kerala,Thiruvananthapuram,Salaried,78,Civil Servant
32,Male,57000,402,372,1,140253,37,No,Maharashtra,Mumbai,Unemployed,20,NA
50,Male,73000,398,301,1,101492,45,No,Maharashtra,Pune,Salaried,92,Civil Servant
68,Female,48000,697,250,7,75215,237,Yes,Karnataka,Bengaluru,Unemployed,95,NA
46,Female,24000,767,266,8,22405,279,Yes,Maharashtra,Nagpur,Salaried,91,Civil Servant
27,Male,23000,696,539,7,97121,189,Yes,Kerala,Thiruvananthapuram,Salaried,100,Doctor
67,Female,125000,673,367,6,74344,60,Yes,Telangana,Hyderabad,Self-Employed,97,Farmer
48,Female,76000,662,62,6,115325,336,Yes,Karnataka,Bengaluru,Salaried,84,Teacher
32,Female,20000,322,133,0,87692,98,No,Kerala,Kochi,Unemployed,49,NA
26,Male,33000,614,497,5,110366,208,No,Tamil Nadu,Chennai,Salaried,85,Teacher
35,Male,102000,497,429,3,116115,23,No,Delhi,New Delhi,Salaried,88,Software Engineer
57,Female,167000,850,110,10,127177,239,Yes,West Bengal,Kolkata,Salaried,100,Doctor
49,Male,44000,641,484,6,45408,312,No,Gujarat,Surat,Freelancer,77,Independent Consultant
64,Male,98000,833,52,9,145130,291,Yes,West Bengal,Kolkata,Salaried,96,Teacher
43,Female,52000,767,182,8,150000,254,Yes,Uttar Pradesh,Lucknow,Freelancer,93,Photographer
54,Female,152000,542,436,4,150000,59,No,Tamil Nadu,Coimbatore,Salaried,78,Software Engineer
49,Female,123000,686,509,7,119310,128,Yes,Kerala,Thiruvananthapuram,Salaried,91,Civil Servant
20,Male,18000,617,129,5,59583,254,No,Kerala,Thiruvananthapuram,Salaried,87,Civil Servant
61,Other,59000,783,107,8,101085,260,Yes,West Bengal,Kolkata,Salaried,96,Software Engineer
63,Male,86000,600,348,5,112341,96,No,West Bengal,Kolkata,Self-Employed,85,Shopkeeper
68,Female,137000,654,21,6,150000,192,Yes,West Bengal,Kolkata,Freelancer,100,Photographer
46,Female,103000,394,275,1,142500,109,No,Gujarat,Surat,Salaried,47,Banker
58,Female,148000,505,200,3,150000,63,No,Delhi,New Delhi,Self-Employed,58,Farmer
53,Female,56000,723,98,7,125924,314,Yes,West Bengal,Kolkata,Student,82,Student
25,Female,24000,772,252,8,43749,202,Yes,Karnataka,Mysuru,Salaried,100,Teacher
28,Female,49000,692,34,7,72599,249,Yes,West Bengal,Kolkata,Salaried,98,Doctor
29,Female,84000,613,551,5,126967,305,No,Gujarat,Ahmedabad,Self-Employed,99,Business Owner
33,Male,40000,613,173,5,35901,243,No,Tamil Nadu,Coimbatore,Salaried,97,Banker
32,Other,34000,591,238,5,37057,13,No,Uttar Pradesh,Kanpur,Self-Employed,51,Shopkeeper
56,Male,167000,850,111,10,150000,275,Yes,West Bengal,Kolkata,Salaried,93,Civil Servant
24,Male,28000,393,58,1,64307,53,No,Kerala,Channarayapatna,Salaried,30,Software Engineer
37,Female,48000,418,371,2,150000,39,No,Delhi,New Delhi,Salaried,77,Doctor
54,Male,43000,718,371,7,51332,252,Yes,Tamil Nadu,Manjari,Salaried,93,Banker
61,Female,39000,631,265,6,150000,297,No,Uttar Pradesh,Dhulagori,Student,69,Student
70,Female,101000,557,439,4,60733,91,No,Rajasthan,Udaipur,Salaried,100,Banker
62,Male,170000,839,171,9,115532,199,Yes,Maharashtra,Pune,Salaried,100,Civil Servant
68,Female,149000,644,109,6,78705,284,No,Delhi,New Delhi,Self-Employed,98,Shopkeeper
50,Female,95000,700,173,7,58145,333,Yes,Gujarat,Bishanpura,Freelancer,80,Writer
43,Male,41000,651,256,6,103668,261,Yes,Uttar Pradesh,Kanpur,Salaried,97,Banker
42,Female,32000,301,607,0,137735,65,No,Delhi,New Delhi,Salaried,11,Doctor
22,Male,16000,351,100,0,42712,35,No,Telangana,Hyderabad,Salaried,81,Civil Servant
69,Other,66000,300,140,0,150000,54,No,Karnataka,Mysuru,Self-Employed,24,Contractor
61,Male,41000,445,185,2,150000,12,No,Delhi,Channarayapatna,Student,25,Student
27,Other,23000,429,175,2,48997,30,No,Telangana,Manjari,Salaried,80,Civil Servant
36,Female,72000,761,511,8,150000,295,Yes,Karnataka,Nellikuppam,Salaried,100,Teacher
43,Female,95000,617,347,5,150000,98,No,Tamil Nadu,Chennai,Salaried,74,Banker
22,Male,55000,531,99,4,95554,88,No,Delhi,New Delhi,Self-Employed,65,Contractor
69,Other,171000,615,310,5,150000,230,No,Telangana,Hyderabad,Salaried,99,Civil Servant
67,Male,37000,373,127,1,74882,115,No,Maharashtra,Nagpur,Salaried,27,Banker
46,Male,117000,673,229,6,93040,166,Yes,Maharashtra,Nagpur,Freelancer,99,Photographer
69,Female,158000,431,574,2,150000,51,No,Delhi,New Delhi,Salaried,44,Banker
50,Male,133000,724,86,7,122841,134,Yes,Delhi,New Delhi,Self-Employed,100,Contractor
54,Male,98000,599,492,5,105548,26,No,Kerala,Thiruvananthapuram,Salaried,80,Banker
67,Male,72000,567,322,4,150000,106,No,Kerala,Thiruvananthapuram,Salaried,100,Software Engineer
62,Male,52000,300,237,0,28928,93,No,Kerala,Kochi,Self-Employed,31,Shopkeeper
35,Female,52000,748,163,8,150000,117,Yes,Gujarat,Surat,Salaried,93,Civil Servant
21,Female,48000,830,501,9,124857,134,Yes,Maharashtra,Nagpur,Self-Employed,100,Contractor
21,Female,58000,594,520,5,150000,89,No,Tamil Nadu,Chennai,Salaried,88,Civil Servant
65,Male,104000,385,191,1,77810,24,No,Karnataka,Bengaluru,Salaried,52,Banker
25,Male,37000,467,211,3,36771,43,No,West Bengal,Kolkata,Unemployed,71,NA
37,Female,52000,781,164,8,150000,184,Yes,Delhi,Channarayapatna,Salaried,100,Doctor
54,Female,63000,705,118,7,150000,249,Yes,West Bengal,Kolkata,Freelancer,100,Independent Consultant
27,Male,27000,578,75,5,41112,47,No,Rajasthan,Manjari,Salaried,85,Doctor
61,Male,54000,664,68,6,90118,101,Yes,Telangana,Hyderabad,Salaried,100,Civil Servant
22,Female,58000,850,426,10,150000,299,Yes,Karnataka,Bishanpura,Self-Employed,100,Shopkeeper
34,Female,42000,770,456,8,62770,241,Yes,Tamil Nadu,Chennai,Unemployed,100,NA
54,Female,91000,539,288,4,96940,41,No,Rajasthan,Jaipur,Self-Employed,46,Shopkeeper
39,Male,82000,408,567,1,86940,53,No,Tamil Nadu,Coimbatore,Self-Employed,59,Farmer
48,Male,49000,695,316,7,141347,346,Yes,Telangana,Hyderabad,Salaried,78,Teacher
43,Female,100000,776,139,8,52879,354,Yes,Rajasthan,Udaipur,Self-Employed,100,Business Owner
22,Female,24000,302,390,0,18806,119,No,Karnataka,Bengaluru,Self-Employed,44,Farmer
45,Male,34000,850,146,10,133577,198,Yes,Maharashtra,Pune,Freelancer,99,Photographer
28,Male,61000,667,292,6,79325,84,Yes,Karnataka,Mysuru,Salaried,100,Doctor
22,Female,48000,565,17,4,150000,96,No,Tamil Nadu,Chennai,Self-Employed,100,Shopkeeper
45,Female,52000,308,417,0,56941,49,No,West Bengal,Kolkata,Salaried,49,Doctor
30,Female,18000,371,415,1,83679,77,No,Kerala,Thiruvananthapuram,Salaried,40,Doctor
20,Female,44000,701,469,7,149747,63,Yes,Rajasthan,Udaipur,Salaried,95,Civil Servant
24,Male,66000,811,202,9,150000,339,Yes,West Bengal,Kolkata,Salaried,100,Banker
63,Female,105000,527,401,4,150000,71,No,Gujarat,Ahmedabad,Self-Employed,54,Business Owner
33,Male,59000,632,217,6,58010,211,No,Karnataka,Bengaluru,Salaried,100,Civil Servant
52,Male,54000,835,51,9,133082,122,Yes,West Bengal,Channarayapatna,Salaried,94,Software Engineer
29,Female,78000,795,328,9,44769,214,Yes,Maharashtra,Mumbai,Student,98,Student
47,Female,98000,545,244,4,65897,20,No,Uttar Pradesh,Kanpur,Salaried,94,Teacher
64,Female,191000,718,506,7,64040,255,Yes,Telangana,Hyderabad,Salaried,100,Banker
38,Male,105000,696,595,7,150000,323,Yes,Uttar Pradesh,Kanpur,Freelancer,100,Independent Consultant
21,Female,54000,797,17,9,39699,173,Yes,Kerala,Thiruvananthapuram,Salaried,92,Doctor
70,Male,176000,822,317,9,150000,171,Yes,Gujarat,Surat,Student,90,Student
45,Female,91000,528,47,4,96218,51,No,Tamil Nadu,Chennai,Salaried,92,Software Engineer
64,Female,90000,400,232,1,150000,107,No,Maharashtra,Manjari,Salaried,44,Civil Servant
